id,name,pub,installs,rating,ratings,updated,months,repo_full,gh_pushed,commit_months,archived,licence,open_issues,stars
ms-python.python,Python,Microsoft,234682522,4.2,630,2026-08-26,0.2,,,,,,,
ms-python.vscode-pylance,Pylance,Microsoft,201485473,2.97,281,2026-08-28,0.1,,,,,,,
ms-python.debugpy,Python Debugger,Microsoft,140068822,4.69,16,2026-08-28,0.1,,,,,,,
ms-toolsai.jupyter,Jupyter,Microsoft,108642568,2.64,369,2026-07-15,1.6,,,,,,,
ms-vscode.cpptools,C/C++,Microsoft,103321686,3.44,602,2026-09-01,0.0,,,,,,,
ms-toolsai.jupyter-keymap,Jupyter Keymap,Microsoft,88256752,4.25,4,2023-06-05,38.9,Microsoft/vscode-jupyter-keymap,2025-02-04,18.9,False,MIT,13,35
ms-toolsai.jupyter-renderers,Jupyter Notebook Renderers,Microsoft,87432465,2.92,13,2025-06-27,14.2,,,,,,,
ritwickdey.LiveServer,Live Server,Ritwick Dey,81870404,4.4,518,2026-02-27,6.1,,,,,,,
GitHub.copilot-chat,GitHub Copilot Chat,GitHub,77954147,2.84,384,2026-05-15,3.6,,,,,,,
GitHub.copilot,GitHub Copilot,GitHub,74482428,4.08,1054,2025-10-24,10.2,,,,,,,
esbenp.prettier-vscode,Prettier - Code formatter,Prettier,71222821,3.54,492,2026-03-16,5.6,,,,,,,
ms-toolsai.vscode-jupyter-cell-tags,Jupyter Cell Tags,Microsoft,68730697,4.0,2,2024-04-03,28.9,Microsoft/vscode-jupyter-cell-tags,2026-08-24,0.3,False,MIT,20,24
ms-toolsai.vscode-jupyter-slideshow,Jupyter Slide Show,Microsoft,68657762,5.0,2,2024-04-03,28.9,Microsoft/vscode-jupyter-slideshow,2026-08-07,0.8,False,MIT,10,29
VisualStudioExptTeam.vscodeintellicode,IntelliCode,Microsoft,62285541,3.9,104,2024-10-23,22.3,MicrosoftDocs/intellicode,2025-11-12,9.6,True,CC-BY-4.0,161,841
ms-vscode.cmake-tools,CMake Tools,Microsoft,62276004,4.47,77,2026-09-01,0.0,,,,,,,
ms-vscode.cpptools-themes,C/C++ Themes,Microsoft,58964061,3.47,19,2022-10-24,46.3,Microsoft/vscode-cpptools,2026-09-01,0.0,False,NOASSERTION,1418,6158
ms-vscode.cpptools-extension-pack,C/C++ Extension Pack,Microsoft,57127722,4.64,47,2026-02-19,6.4,,,,,,,
redhat.java,Language Support for Java(TM) by Red Hat,Red Hat,56711163,3.31,186,2026-08-28,0.1,,,,,,,
MS-CEINTL.vscode-language-pack-zh-hans,Chinese (Simplified) (简体中文) Language Pack for Visual Studio Code,Microsoft,54900651,4.83,81,2026-08-23,0.3,,,,,,,
ms-python.vscode-python-envs,Python Environments,Microsoft,54775786,1.32,152,2026-08-27,0.2,,,,,,,
dbaeumer.vscode-eslint,ESLint,Microsoft,52533731,4.3,250,2026-07-16,1.5,,,,,,,
ms-azuretools.vscode-docker,Docker,Microsoft,52479877,4.48,107,2025-05-28,15.1,,,,,,,
eamodio.gitlens,GitLens — Git supercharged,GitKraken,52386428,3.4,931,2026-09-01,0.0,,,,,,,
vscjava.vscode-java-debug,Debugger for Java,Microsoft,52042037,3.89,28,2026-07-27,1.2,,,,,,,
vscjava.vscode-maven,Maven for Java,Microsoft,48216179,4.12,17,2026-08-20,0.4,,,,,,,
vscjava.vscode-java-test,Test Runner for Java,Microsoft,46782915,4.24,21,2026-07-27,1.2,,,,,,,
VisualStudioExptTeam.intellicode-api-usage-examples,IntelliCode API Usage Examples,Microsoft,46734908,3.76,21,2024-10-23,22.3,MicrosoftDocs/intellicode,2025-11-12,9.6,True,CC-BY-4.0,161,841
twxs.cmake,CMake,twxs,46622564,3.04,28,2017-03-06,113.9,twxs/vs.language.cmake,2023-10-30,34.1,False,MIT,87,139
vscjava.vscode-java-dependency,Project Manager for Java,Microsoft,46321225,3.58,12,2026-08-24,0.3,,,,,,,
vscjava.vscode-java-pack,Extension Pack for Java,Microsoft,45993875,3.7,88,2026-06-09,2.8,,,,,,,
ms-dotnettools.csharp,C#,Microsoft,42877469,2.73,676,2026-08-06,0.9,,,,,,,
formulahendry.code-runner,Code Runner,Jun Han,41650080,4.41,285,2024-04-05,28.9,formulahendry/vscode-code-runner,2024-08-11,24.7,False,MIT,757,2436
ms-vscode-remote.remote-containers,Dev Containers,Microsoft,41464156,4.1,59,2026-08-31,0.0,,,,,,,
ms-vscode-remote.remote-wsl,WSL,Microsoft,40477264,4.79,85,2025-10-01,11.0,,,,,,,
ms-vscode-remote.remote-ssh,Remote - SSH,Microsoft,37092666,3.62,220,2026-08-26,0.2,,,,,,,
GitHub.vscode-pull-request-github,GitHub Pull Requests,GitHub,36318601,3.95,146,2026-08-31,0.0,,,,,,,
PKief.material-icon-theme,Material Icon Theme,Philipp Kief,35395143,4.94,396,2026-08-24,0.3,,,,,,,
ms-vscode-remote.remote-ssh-edit,Remote - SSH: Editing Configuration Files,Microsoft,34918303,4.19,21,2024-10-01,23.0,Microsoft/vscode-remote-release,2026-01-23,7.3,False,NOASSERTION,1347,4165
ecmel.vscode-html-css,HTML CSS Support,ecmel,29633251,3.44,108,2026-02-12,6.6,,,,,,,
ms-dotnettools.vscode-dotnet-runtime,.NET Install Tool,Microsoft,29509262,2.12,101,2026-06-11,2.7,,,,,,,
ms-vscode.remote-explorer,Remote Explorer,Microsoft,29403342,4.5,12,2026-03-18,5.5,,,,,,,
redhat.vscode-yaml,YAML,Red Hat,28889528,3.49,75,2026-09-01,0.0,,,,,,,
vscjava.vscode-gradle,Gradle for Java,Microsoft,27888924,3.4,15,2026-07-06,1.9,,,,,,,
ms-python.isort,isort,Microsoft,25818093,2.53,40,2026-08-25,0.2,,,,,,,
formulahendry.auto-rename-tag,Auto Rename Tag,Jun Han,25807709,3.68,214,2022-02-08,54.7,formulahendry/vscode-auto-rename-tag,2023-03-04,42.0,False,MIT,490,278
anthropic.claude-code,Claude Code for VS Code,Anthropic,24483971,3.73,764,2026-08-31,0.0,,,,,,,
vscode-icons-team.vscode-icons,vscode-icons,VSCode Icons Team,24480774,4.77,464,2026-06-27,2.2,,,,,,,
MS-vsliveshare.vsliveshare,Live Share,Microsoft,24006419,4.24,160,2026-04-07,4.8,,,,,,,
mechatroner.rainbow-csv,Rainbow CSV,mechatroner,23460791,4.81,159,2026-01-17,7.5,,,,,,,
WakaTime.vscode-wakatime,WakaTime,WakaTime,23085573,4.1,40,2026-06-12,2.7,,,,,,,
xabikos.JavaScriptSnippets,JavaScript (ES6) code snippets,charalampos karypidis,21961748,4.79,47,2020-04-21,76.3,xabikos/vscode-javascript,2025-12-20,8.4,False,MIT,48,340
ms-vscode.PowerShell,PowerShell,Microsoft,21386673,3.56,174,2026-06-25,2.2,,,,,,,
GitHub.github-vscode-theme,GitHub Theme,GitHub,19954424,4.59,170,2024-10-03,22.9,primer/github-vscode-theme,2026-01-21,7.3,False,MIT,79,2040
golang.Go,Go,Go Team at Google,19613289,4.28,268,2026-08-18,0.5,,,,,,,
christian-kohler.path-intellisense,Path Intellisense,Christian Kohler,19303959,4.85,124,2024-11-29,21.1,ChristianKohler/PathIntellisense,2024-11-29,21.1,False,MIT,95,463
KevinRose.vsc-python-indent,Python Indent,Kevin Rose,18567591,4.14,65,2025-02-26,18.1,kbrose/vsc-python-indent,2026-05-16,3.5,False,MIT,10,113
streetsidesoftware.code-spell-checker,Code Spell Checker,Street Side Software,18095194,4.47,312,2026-08-27,0.2,,,,,,,
batisteo.vscode-django,Django,Baptiste Darthenay,17869867,4.24,139,2023-12-27,32.2,vscode-django/vscode-django,2023-12-27,32.2,False,MIT,128,188
bmewburn.vscode-intelephense-client,PHP Intelephense,Intelephense,17853564,4.21,415,2026-06-21,2.4,,,,,,,
dsznajder.es7-react-js-snippets,ES7+ React/Redux/React-Native snippets,dsznajder,17651975,4.36,85,2022-02-18,54.4,dsznajder/vscode-es7-javascript-react-snippets,2026-08-03,1.0,False,MIT,1,1870
ms-dotnettools.csdevkit,C# Dev Kit,Microsoft,17463472,2.33,295,2026-08-06,0.9,,,,,,,
njpwerner.autodocstring,autoDocstring - Python Docstring Generator,Nils Werner,17377706,4.91,68,2022-02-15,54.5,NilsJPWerner/autoDocstring,2024-08-13,24.6,False,MIT,114,741
ms-azuretools.vscode-containers,Container Tools,Microsoft,17366834,3.85,20,2026-08-24,0.3,,,,,,,
formulahendry.auto-close-tag,Auto Close Tag,Jun Han,17307240,4.06,102,2023-12-19,32.4,formulahendry/vscode-auto-close-tag,2024-02-06,30.8,False,MIT,154,180
donjayamanne.githistory,Git History,Don Jayamanne,17175252,4.44,179,2023-03-05,41.9,DonJayamanne/gitHistoryVSCode,2024-08-14,24.6,False,MIT,157,1054
Dart-Code.dart-code,Dart,Dart Code,15703150,4.8,88,2026-09-01,0.0,,,,,,,
wholroyd.jinja,Jinja,wholroyd,15607998,3.82,17,2017-05-09,111.8,wholroyd/vscode-jinja,2019-03-08,89.8,False,MIT,25,62
xdebug.php-debug,PHP Debug,Xdebug,15601374,4.11,141,2026-04-07,4.8,,,,,,,
octref.vetur,Vetur,Pine Wu,15552428,4.33,156,2023-02-23,42.2,vuejs/vetur,2024-06-14,26.6,False,MIT,358,5748
MS-CEINTL.vscode-language-pack-ja,Japanese Language Pack for Visual Studio Code,Microsoft,15329428,4.6,10,2026-08-23,0.3,,,,,,,
mhutchie.git-graph,Git Graph,mhutchie,15174235,4.94,675,2021-04-05,64.9,mhutchie/vscode-git-graph,2023-07-08,37.8,False,NOASSERTION,328,2501
EditorConfig.EditorConfig,EditorConfig,EditorConfig,14997094,4.23,87,2026-04-08,4.8,,,,,,,
Dart-Code.flutter,Flutter,Dart Code,14618180,4.86,100,2026-09-01,0.0,,,,,,,
bradlc.vscode-tailwindcss,Tailwind CSS IntelliSense,Tailwind Labs,14486204,4.47,118,2026-07-17,1.5,,,,,,,
yzhang.markdown-all-in-one,Markdown All in One,Yu Zhang,14407600,4.7,169,2025-03-09,17.8,,,,,,,
donjayamanne.python-environment-manager,Python Environment Manager (deprecated),Don Jayamanne,14402569,3.95,38,2025-01-06,19.8,DonJayamanne/vscode-python-manager,2025-12-15,8.5,False,MIT,49,128
donjayamanne.python-extension-pack,Python Extension Pack,Don Jayamanne,14178763,4.42,19,2021-11-08,57.8,DonJayamanne/python-extension-pack,2023-04-05,40.9,False,MIT,20,42
openai.chatgpt,Codex – OpenAI’s coding agent,OpenAI,13730293,3.07,536,2026-08-30,0.1,,,,,,,
ms-vscode.live-server,Live Preview,Microsoft,13469822,4.44,79,2026-08-26,0.2,,,,,,,
tomoki1207.pdf,vscode-pdf,tomoki1207,13248878,4.46,127,2025-01-11,19.6,tomoki1207/vscode-pdfviewer,2024-03-23,29.3,False,NOASSERTION,98,423
techer.open-in-browser,open in browser,TechER,13216621,3.54,92,2018-08-12,96.6,SudoKillMe/vscode-extensions-open-in-browser,2024-01-25,31.2,False,NONE,60,89
oderwat.indent-rainbow,indent-rainbow,oderwat,13168540,4.82,142,2022-04-09,52.8,oderwat/vscode-indent-rainbow,2024-08-21,24.3,False,MIT,57,511
jeff-hykin.better-cpp-syntax,Better C++ Syntax,Jeff Hykin,12733892,4.88,16,2024-07-12,25.7,jeff-hykin/better-cpp-syntax,2026-08-30,0.1,False,MIT,167,181
zhuangtongfa.Material-theme,One Dark Pro,binaryify,12681592,4.67,222,2026-08-14,0.6,,,,,,,
cschlosser.doxdocgen,Doxygen Documentation Generator,Christoph Schlosser,12369753,4.66,38,2022-02-25,54.2,cschlosser/doxdocgen,2026-02-10,6.7,False,MIT,95,292
christian-kohler.npm-intellisense,npm Intellisense,Christian Kohler,12217491,4.66,29,2023-10-07,34.8,ChristianKohler/NpmIntellisense,2025-11-21,9.3,False,MIT,44,182
abusaidm.html-snippets,HTML Snippets,Mohamed Abusaid,12099005,4.32,72,2017-12-28,104.1,,,,,,,
DavidAnson.vscode-markdownlint,markdownlint,David Anson,12064398,4.52,85,2026-08-02,1.0,,,,,,,
MS-CEINTL.vscode-language-pack-es,Spanish Language Pack for Visual Studio Code,Microsoft,11908556,4.4,15,2026-08-23,0.3,,,,,,,
msjsdiag.debugger-for-chrome,[Deprecated] Debugger for Chrome,Microsoft,10998320,4.17,141,2021-08-03,60.9,Microsoft/vscode-chrome-debug,2022-12-02,45.0,True,NOASSERTION,9,2202
dracula-theme.theme-dracula,Dracula Theme Official,Dracula Theme,10886704,4.78,168,2024-07-17,25.5,dracula/visual-studio-code,2026-08-12,0.7,False,MIT,17,880
vadimcn.vscode-lldb,CodeLLDB,Vadim Chugunov,10811677,4.93,96,2026-08-23,0.3,,,,,,,
redhat.vscode-xml,XML,Red Hat,10666702,3.8,69,2026-08-13,0.6,,,,,,,
HookyQR.beautify,Beautify,HookyQR,10666669,4.24,152,2019-05-03,88.0,HookyQR/VSCodeBeautify,2021-12-05,56.9,False,MIT,94,603
aaron-bond.better-comments,Better Comments,Aaron Bond,10587085,4.83,214,2022-07-30,49.1,aaron-bond/better-comments,2023-04-28,40.1,False,MIT,327,954
ms-vscode.makefile-tools,Makefile Tools,Microsoft,10523496,2.45,42,2026-06-19,2.4,,,,,,,
shd101wyy.markdown-preview-enhanced,Markdown Preview Enhanced,Yiyi Wang,10169433,4.33,145,2026-08-31,0.0,,,,,,,
Zignd.html-css-class-completion,IntelliSense for CSS class names in HTML,Zignd,9938241,3.62,182,2020-12-19,68.4,Zignd/HTML-CSS-Class-Completion,2023-09-25,35.2,False,MIT,156,265
usernamehw.errorlens,Error Lens,Alexander,9746895,4.87,188,2026-01-29,7.1,,,,,,,
Angular.ng-template,Angular Language Service,Angular,9735254,3.16,263,2026-08-12,0.7,,,,,,,
ms-mssql.mssql,SQL Server (mssql),Microsoft,9675626,3.11,204,2026-08-26,0.2,,,,,,,
TabNine.tabnine-vscode,(Legacy) Tabnine,TabNine,9623963,4.03,614,2026-01-09,7.7,,,,,,,
naumovs.color-highlight,Color Highlight,Sergii N,9620632,4.62,108,2024-03-14,29.6,naumovs/vscode-ext-color-highlight,2024-08-31,24.0,False,GPL-3.0,119,311
Vue.volar,Vue (Official),Vue,9472802,3.11,148,2026-08-21,0.4,,,,,,,
MS-CEINTL.vscode-language-pack-pt-BR,Portuguese (Brazil) Language Pack for Visual Studio Code,Microsoft,9472358,4.69,32,2026-08-23,0.3,,,,,,,
ms-vscode.azure-account,Azure Account,Microsoft,9208172,2.12,56,2025-01-22,19.3,microsoft/vscode-azure-account,2025-01-31,19.0,True,NOASSERTION,117,152
MS-CEINTL.vscode-language-pack-ru,Russian Language Pack for Visual Studio Code,Microsoft,9060131,4.74,31,2026-08-23,0.3,,,,,,,
vscodevim.vim,Vim,vscodevim,9017532,4.09,395,2025-12-14,8.6,,,,,,,
ms-vscode-remote.vscode-remote-extensionpack,Remote Development,Microsoft,8976383,4.61,119,2024-10-24,22.2,Microsoft/vscode-remote-release,2026-01-23,7.3,False,NOASSERTION,1347,4165
ms-vscode.remote-server,Remote - Tunnels,Microsoft,8918339,4.44,9,2026-07-29,1.1,,,,,,,
GitHub.vscode-github-actions,GitHub Actions,GitHub,8370536,3.13,62,2026-07-15,1.6,,,,,,,
mikestead.dotenv,DotENV,mikestead,8345075,4.84,37,2018-03-01,102.0,mikestead/vscode-dotenv,2022-01-07,55.8,False,MIT,26,115
GitHub.codespaces,GitHub Codespaces,GitHub,8255459,4.67,24,2026-08-13,0.6,,,,,,,
DotJoshJohnson.xml,XML Tools,Josh Johnson,8045890,4.05,82,2020-07-18,73.5,DotJoshJohnson/vscode-xml,2022-12-06,44.8,False,MIT,100,342
ms-python.autopep8,autopep8,Microsoft,8039093,3.06,16,2026-08-25,0.2,,,,,,,
pranaygp.vscode-css-peek,CSS Peek,Pranay Prakash,7951380,3.69,90,2025-03-05,17.9,,,,,,,
CoenraadS.bracket-pair-colorizer,Bracket Pair Colorizer,CoenraadS,7843020,4.63,204,2021-12-13,56.6,,,,,,,
Gruntfuggly.todo-tree,Todo Tree,Gruntfuggly,7753772,4.72,214,2023-04-12,40.7,Gruntfuggly/todo-tree,2024-04-13,28.6,False,NOASSERTION,195,1817
eg2.vscode-npm-script,npm,eg2,7641919,3.62,24,2022-10-04,46.9,Microsoft/vscode-npm-scripts,2024-03-18,29.5,True,MIT,6,215
humao.rest-client,REST Client,Huachao Mao,7531811,4.91,388,2022-08-19,48.4,Huachao/vscode-restclient,2026-04-23,4.3,False,MIT,591,6044
alefragnani.project-manager,Project Manager,Alessandro Fragnani,7507271,4.77,144,2026-03-31,5.1,,,,,,,
rangav.vscode-thunder-client,Thunder Client,Thunder Client,7482937,2.39,751,2026-08-07,0.8,,,,,,,
ms-azuretools.vscode-azureresourcegroups,Azure Resources,Microsoft,7455228,2.12,8,2026-06-11,2.7,,,,,,,
ms-python.black-formatter,Black Formatter,Microsoft,7434121,3.35,54,2026-08-25,0.2,,,,,,,
ms-kubernetes-tools.vscode-kubernetes-tools,Kubernetes,Microsoft,7420967,4.46,41,2026-07-24,1.3,,,,,,,
akamud.vscode-theme-onedark,Atom One Dark Theme,Mahmoud Ali,7313889,4.78,135,2022-10-08,46.8,akamud/vscode-theme-onedark,2023-10-07,34.8,False,MIT,57,334
ms-vscode.hexeditor,Hex Editor,Microsoft,7296653,3.51,61,2024-11-03,21.9,microsoft/vscode-hexeditor,2026-08-24,0.3,False,MIT,73,597
franneck94.c-cpp-runner,C/C++ Runner,franneck94,7289213,4.61,18,2025-10-01,11.0,,,,,,,
platformio.platformio-ide,PlatformIO IDE,PlatformIO,7189732,4.86,4095,2025-01-11,19.6,platformio/platformio-vscode-ide,2025-01-11,19.6,False,Apache-2.0,250,1448
ms-vscode.vscode-typescript-next,JavaScript and TypeScript Nightly,Microsoft,7087685,2.77,60,2026-04-17,4.5,,,,,,,
MS-CEINTL.vscode-language-pack-ko,Korean Language Pack for Visual Studio Code,Microsoft,7015407,4.38,13,2026-08-23,0.3,,,,,,,
DEVSENSE.phptools-vscode,PHP,DEVSENSE,7001325,3.97,209,2026-09-01,0.0,,,,,,,
mtxr.sqltools,SQLTools,Matheus Teixeira,6962123,3.48,144,2026-07-06,1.9,,,,,,,
GitHub.remotehub,GitHub Repositories,GitHub,6842511,4.47,30,2026-08-06,0.9,,,,,,,
GrapeCity.gc-excelviewer,Spreadsheet Viewer,MESCIUS,6759446,3.38,157,2026-06-05,2.9,,,,,,,
CoenraadS.bracket-pair-colorizer-2,[Deprecated] Bracket Pair Colorizer 2,CoenraadS,6746070,4.49,186,2022-03-24,53.3,CoenraadS/Bracket-Pair-Colorizer-2,2023-10-26,34.2,True,MIT,363,1615
vscjava.vscode-spring-initializr,Spring Initializr Java Support,Microsoft,6729791,3.8,10,2025-11-14,9.6,,,,,,,
HashiCorp.terraform,HashiCorp Terraform,HashiCorp,6689439,2.39,209,2026-07-23,1.3,,,,,,,
tht13.python,Python for VSCode,Thomas Haakon Townsend,6688581,1.9,39,2016-02-21,126.3,tht13/Python-vscode,2018-06-13,98.6,False,MIT,64,18
DEVSENSE.composer-php-vscode,Composer,DEVSENSE,6642197,4.6,10,2026-09-01,0.0,,,,,,,
ms-vscode.cpp-devtools,C/C++ DevTools,Microsoft,6636478,1.81,16,2026-08-26,0.2,,,,,,,
rust-lang.rust-analyzer,rust-analyzer,The Rust Programming Language ,6573113,4.8,241,2026-09-01,0.0,,,,,,,
burkeholland.simple-react-snippets,Simple React Snippets,Burke Holland,6512799,4.52,33,2024-04-08,28.8,burkeholland/simple-react-snippets,2024-07-26,25.2,False,NONE,20,218
MS-CEINTL.vscode-language-pack-fr,French Language Pack for Visual Studio Code,Microsoft,6512166,4.33,12,2026-08-23,0.3,,,,,,,
ms-vscode.remote-repositories,Remote Repositories,Microsoft,6506725,4.29,7,2026-08-06,0.9,,,,,,,
ms-edgedevtools.vscode-edge-devtools,Microsoft Edge Tools for VS Code,Microsoft,6498967,4.05,38,2025-11-12,9.6,,,,,,,
DEVSENSE.profiler-php-vscode,PHP Profiler,DEVSENSE,6488987,5.0,5,2026-09-01,0.0,,,,,,,
xdebug.php-pack,PHP Extension Pack,Xdebug,6393139,4.64,11,2022-01-21,55.3,zobo/vscode-php-pack,2022-01-21,55.3,False,MIT,6,10
codezombiech.gitignore,gitignore,CodeZombie,6375776,5.0,19,2025-03-01,18.0,CodeZombieCH/vscode-gitignore,2025-03-01,18.0,False,MIT,16,89
Oracle.oracle-java,Java,Oracle Corporation,6272541,4.62,29,2026-08-20,0.4,,,,,,,
ms-azuretools.vscode-azurefunctions,Azure Functions,Microsoft,6221749,3.19,36,2026-08-24,0.3,,,,,,,
msjsdiag.vscode-react-native,React Native Tools,Microsoft,6209826,4.15,48,2024-03-25,29.2,microsoft/vscode-react-native,2026-09-01,0.0,False,NOASSERTION,11,2737
wayou.vscode-todo-highlight,TODO Highlight,Wayou Liu,6112717,4.52,116,2021-10-29,58.1,wayou/vscode-todo-highlight,2024-05-30,27.1,False,MIT,123,572
zobo.php-intellisense,PHP IntelliSense,Damjan Cvetko,6042599,3.0,23,2023-09-14,35.6,zobo/vscode-php-intellisense,2026-08-26,0.2,False,MIT,27,72
ms-vscode.azure-repos,Azure Repos,Microsoft,5975524,2.75,12,2026-08-06,0.9,,,,,,,
danielpinto8zz6.c-cpp-compile-run,C/C++ Compile Run,danielpinto8zz6,5937960,4.6,63,2026-04-04,4.9,,,,,,,
Equinusocio.vsc-material-theme-icons,Material Theme Icons — Deprecated,Material Theme,5918206,3.0,2,2025-10-06,10.8,,,,,,,
ms-mssql.data-workspace-vscode,Data Workspace,Microsoft,5907123,4.0,4,2025-06-18,14.5,,,,,,,
DEVSENSE.intelli-php-vscode,IntelliPHP - AI Suggestions for PHP,DEVSENSE,5888113,3.44,18,2025-07-28,13.1,,,,,,,
felixfbecker.php-intellisense,PHP IntelliSense,Felix Becker,5845164,2.41,176,2019-12-26,80.2,felixfbecker/vscode-php-intellisense,2026-08-26,0.2,False,MIT,184,421
writenothing.no-code,No Code,writenothing,5832166,3.61,33,2020-12-03,68.9,,,,,,,
vmware.vscode-spring-boot,Spring Boot Tools,VMware,5823008,5.0,9,2026-09-01,0.0,,,,,,,
sidthesloth.html5-boilerplate,HTML Boilerplate,sidthesloth,5786125,4.39,18,2020-09-28,71.1,sidthesloth92/vsc_html5_boilerplate,2022-05-13,51.6,False,MIT,35,51
ms-mssql.sql-database-projects-vscode,SQL Database Projects,Microsoft,5767072,4.33,6,2026-08-19,0.4,,,,,,,
MS-CEINTL.vscode-language-pack-de,German Language Pack for Visual Studio Code,Microsoft,5660996,4.0,6,2026-08-23,0.3,,,,,,,
James-Yu.latex-workshop,LaTeX Workshop,James Yu,5571968,4.8,300,2026-08-13,0.6,,,,,,,
hbenl.vscode-test-explorer,Test Explorer UI,Holger Benl,5553156,4.41,29,2024-09-22,23.3,hbenl/vscode-test-explorer,2024-09-22,23.3,False,MIT,72,227
wix.vscode-import-cost,Import Cost,Wix,5518383,3.03,68,2022-04-10,52.7,wix/import-cost,2024-03-23,29.3,False,MIT,78,1382
MS-vsliveshare.vsliveshare-audio,[Deprecated] Live Share Audio,Microsoft,5514790,4.62,8,2023-01-27,43.1,MicrosoftDocs/live-share,2026-08-03,1.0,False,CC-BY-4.0,281,2382
steoates.autoimport,Auto Import,steoates,5463117,4.14,120,2021-04-15,64.6,,,,,,,
johnpapa.Angular2,Angular Snippets (Version 22),John Papa,5452158,4.81,96,2026-07-20,1.4,,,,,,,
firefox-devtools.vscode-firefox-debug,Debugger for Firefox,Firefox DevTools,5442035,4.45,47,2025-02-28,18.1,firefox-devtools/vscode-firefox-debug,2025-02-28,18.1,False,MIT,84,447
Blackboxapp.blackbox,BLACKBOXAI #1 AI Coding Agent and Coding Copilot,BLACKBOXAI,5358281,4.18,559,2026-03-11,5.7,,,,,,,
ms-mssql.sql-bindings-vscode,SQL Bindings,Microsoft,5330584,5.0,1,2025-04-30,16.1,,,,,,,
ms-vscode.test-adapter-converter,Test Adapter Converter,Microsoft,5248701,5.0,2,2024-11-04,21.9,microsoft/vscode-test-adapter-converter,2026-07-21,1.4,False,MIT,3,29
bierner.markdown-mermaid,Markdown Preview Mermaid Support,Matt Bierner,5229803,4.62,60,2026-05-21,3.4,,,,,,,
vscjava.vscode-spring-boot-dashboard,Spring Boot Dashboard,Microsoft,5215979,4.22,9,2025-04-17,16.5,,,,,,,
saoudrizwan.claude-dev,Cline,Cline,5166263,4.06,313,2026-08-26,0.2,,,,,,,
Google.geminicodeassist,Gemini Code Assist,Google,5156860,1.91,857,2026-08-26,0.2,,,,,,,
alefragnani.Bookmarks,Bookmarks,Alessandro Fragnani,5130106,4.58,201,2026-04-08,4.8,,,,,,,
austin.code-gnu-global,C++ Intellisense,austin,5062728,2.82,39,2017-05-13,111.6,austin-----/code-gnu-global,2019-11-04,81.9,False,NONE,57,158
MS-CEINTL.vscode-language-pack-zh-hant,Chinese (Traditional) Language Pack for Visual Studio Code,Microsoft,5046177,4.86,28,2026-08-23,0.3,,,,,,,
AmazonWebServices.aws-toolkit-vscode,AWS Toolkit,Amazon Web Services,5031677,2.47,73,2026-08-27,0.2,,,,,,,
onecentlin.laravel-blade,Laravel Blade Snippets,Winnie Lin,4845988,4.18,38,2026-03-31,5.1,,,,,,,
hollowtree.vue-snippets,Vue 3 Snippets,hollowtree,4823019,4.24,17,2020-12-03,68.9,hollowtree/vscode-vue-snippets,2024-06-10,26.7,False,NONE,11,99
tamasfe.even-better-toml,Even Better TOML,tamasfe,4757780,4.3,43,2024-12-20,20.4,tamasfe/taplo,2026-07-28,1.1,False,MIT,237,2379
rvest.vs-code-prettier-eslint,Prettier ESLint,Rebecca Vest,4690425,4.0,51,2024-02-06,30.8,idahogurl/vs-code-prettier-eslint,2026-09-01,0.0,False,MIT,19,221
alexcvzz.vscode-sqlite,SQLite,alexcvzz,4660734,3.22,82,2022-06-04,50.9,AlexCovizzi/vscode-sqlite,2024-01-20,31.4,False,Apache-2.0,60,222
vmware.vscode-boot-dev-pack,Spring Boot Extension Pack,VMware,4633298,4.73,22,2025-01-28,19.1,spring-projects/sts4,2026-09-01,0.0,False,EPL-1.0,130,980
SonarSource.sonarlint-vscode,SonarQube for IDE,SonarSource,4627075,4.09,127,2026-08-31,0.0,,,,,,,
ms-vscode.vscode-typescript-tslint-plugin,TSLint,Microsoft,4578519,3.05,62,2022-03-31,53.1,Microsoft/vscode-typescript-tslint-plugin,2023-05-01,40.0,True,MIT,0,186
magicstack.MagicPython,MagicPython,MagicStack Inc.,4490599,3.33,12,2018-10-04,94.9,MagicStack/MagicPython,2024-02-21,30.3,False,MIT,70,1443
charliermarsh.ruff,Ruff,Astral Software,4473209,4.87,55,2026-08-31,0.0,,,,,,,
ziyasal.vscode-open-in-github,"Open in GitHub, Bitbucket, Gitlab, VisualStudio.com !",ziyasal,4435000,4.06,31,2018-10-01,95.0,ziyasal/vscode-open-in-github,2026-07-20,1.4,False,MIT,68,203
johnpapa.vscode-peacock,Peacock,John Papa,4423920,4.58,175,2026-07-19,1.4,,,,,,,
WallabyJs.quokka-vscode,Quokka.js,Wallaby.js,4413941,3.66,173,2026-08-20,0.4,,,,,,,
ms-dotnettools.vscodeintellicode-csharp,IntelliCode for C# Dev Kit,Microsoft,4308383,2.12,43,2024-11-13,21.6,MicrosoftDocs/intellicode,2025-11-12,9.6,True,CC-BY-4.0,161,841
Equinusocio.vsc-material-theme,Material Theme — Deprecated,Material Theme,4279700,3.2,61,2025-10-06,10.8,,,,,,,
Shan.code-settings-sync,Settings Sync,Shan Khan,4266683,4.49,715,2019-09-23,83.3,shanalikhan/code-settings-sync,2024-12-13,20.6,False,MIT,298,4089
