id,name,pub,installs,rating,ratings,updated,months,repo_full,gh_pushed,commit_months,archived,licence,open_issues,stars
moocfi.test-my-code,TestMyCode,MOOC.fi – University of Helsinki,131545,4.22,9,2026-06-12,2.7,,,,,,,
UstymUkhman.matrix-theme,Matrix Theme,UstymUkhman,131362,5.0,9,2023-09-30,35.1,UstymUkhman/matrix-theme,2023-09-30,35.1,False,MIT,0,19
thqby.vscode-autohotkey2-lsp,AutoHotkey v2 Language Support,thqby,131306,4.97,34,2026-06-07,2.8,,,,,,,
rasmus.al-var-helper,AL Variable Helper,Rasmus Aaen,131283,5.0,2,2024-11-12,21.6,RasmusTidselbak/al-var-helper,2026-04-02,5.0,False,NONE,24,6
adrianwilczynski.format-selection-as-html,Format Selection As HTML,Adrian Wilczyński,131144,5.0,4,2019-12-23,80.3,AdrianWilczynski/FormatSelectionAsHtml,2023-01-07,43.8,False,MIT,13,4
rohit-chouhan.sqlite-snippet,"SQLite & MySQL Snippet for Python,Flask,Django",Rohit Chouhan,131101,5.0,3,2021-07-24,61.3,rohit-chouhan/sqlite-snippet,2021-07-24,61.3,False,MIT,0,1
AdamViola.parquet-explorer,Parquet Explorer,Adam Viola,131073,5.0,15,2024-05-15,27.6,adamviola/parquet-explorer,2026-02-17,6.4,False,MIT,15,39
nicoespeon.abracadabra,"Abracadabra, refactor this!",Nicolas Carlo,131049,4.38,24,2026-01-28,7.1,,,,,,,
iceworks-team.iceworks-time-master,Time Master,AppWorks Team,130907,3.43,7,2022-04-21,52.4,apptools-lab/appworks,2025-11-05,9.9,False,MIT,44,1008
lostfields.nodejs-repl,Node.js REPL,Lostfields,130773,4.0,4,2020-01-21,79.3,lostfields/vscode-nodejs-repl,2022-12-08,44.8,False,MIT,18,49
nadim-vscode.twig-code-snippets,Twig code snippets,Nadim Al Abdou,130562,4.0,1,2023-02-13,42.6,,,,,,,
Asuka.insertnumbers,Insert Numbers,Asuka,130065,4.92,13,2016-04-29,124.1,Inori/vscode-InsertNumbers,2024-03-07,29.8,False,NOASSERTION,12,41
BartPermentier.al-toolbox,AL Toolbox,Bart Permentier,130056,5.0,5,2024-06-06,26.8,BartPermentier/al-toolbox,2026-08-10,0.7,False,MIT,9,13
SmukkeKim.theme-setimonokai,Theme - Seti-Monokai,SmukkeKim,129882,5.0,7,2022-06-05,50.9,smukkekim/vscode-setimonokai-theme,2022-06-05,50.9,False,NONE,1,11
aaroncheng.auto-js-vsce-fixed,Auto.js-Autox.js-VSCodeExt,aaron cheng,129825,4.33,6,2024-02-07,30.8,,,,,,,
dbtLabsInc.dbt,dbt,dbt Labs LLC,129638,4.04,27,2026-09-01,0.0,,,,,,,
pamaron.pytest-runner,Pytest Runner for Visual Studio Code,Ernesto Arbitrio,129615,5.0,1,2025-10-14,10.6,,,,,,,
freebroccolo.reasonml,OCaml and Reason IDE,Darin Morrison,129544,4.67,6,2018-07-17,97.5,freebroccolo/vscode-reasonml,2024-03-21,29.4,True,Apache-2.0,102,489
alfredbirk.tailwind-documentation,Tailwind Documentation,alfredbirk,129513,5.0,10,2026-02-25,6.2,,,,,,,
TheQtCompany.qt,Qt Extension Pack,Qt Group,129415,3.57,7,2026-05-20,3.4,,,,,,,
cpylua.language-postcss,language-postcss,Li Chen,129337,4.33,6,2019-06-03,87.0,,,,,,,
BartmanAbyss.amiga-debug,"Amiga C/C++ Compile, Debug & Profile",Bartman^Abyss,129294,4.62,8,2026-04-26,4.2,,,,,,,
pbkit.vscode-pbkit,Protobuf (Protocol Buffers),Pbkit,129262,4.11,9,2024-10-05,22.9,pbkit/vscode-pbkit,2024-10-05,22.9,False,MIT,13,36
Truecrab.verilog-testbench-instance,Verilog_Testbench,Truecrab,128863,4.5,4,2018-05-08,99.8,,,,,,,
kortina.run-in-terminal,Run in Terminal,kortina,128729,4.67,3,2023-03-31,41.1,kortina/run-in-terminal,2026-02-14,6.5,False,NONE,12,18
ctf0.macros,macros,ctf0,128576,5.0,3,2025-02-12,18.6,ctf0/macros,2026-06-14,2.6,False,GPL-3.0,1,52
Luxcium.pop-n-lock-theme-vscode,Pop N' Lock Theme by Luxcium ✨,Luxcium,128512,4.86,21,2022-12-05,44.9,luxcium/pop-n-lock-theme-vscode,2025-02-12,18.6,False,MIT,6,100
loiane.ionic-extension-pack,Ionic Extension Pack,Loiane Groner,128497,4.57,7,2021-08-18,60.4,loiane/ionic-extension-pack-vsce,2021-08-18,60.4,False,NONE,0,8
psioniq.psi-header,psioniq File Header,psioniq,128463,4.53,32,2026-02-11,6.6,,,,,,,
jakearl.search-editor-apply-changes,Search Editor: Apply Changes,Jackson Kearl,128453,4.91,11,2020-03-03,78.0,JacksonKearl/vscode-search-editor-apply-changes,2023-06-18,38.5,False,MIT,11,56
mkhl.shfmt,shfmt,Martin Kühl,128303,4.27,11,2026-04-16,4.5,,,,,,,
dline.CobaltNext,Cobalt Next,David Leininger,128276,4.87,15,2023-03-11,41.7,davidleininger/cobaltnext-vscode,2023-03-11,41.7,False,MIT,1,26
NarasimaPandiyan.jetbrainsmono,JetBrains Mono. A typeface for developers​_,Narasima Pandiyan,128170,4.43,7,2026-08-07,0.8,,,,,,,
whitphx.vscode-stlite,stlite,Yuichiro Tachibana,128093,1.5,2,2025-03-08,17.8,,,,,,,
alexandersage.angular1-code-snippets,AngularJs 1.x Code Snippets,alexandersage,127948,5.0,1,2016-07-21,121.4,sagea/vscode-angular1-snippets,2016-07-21,121.4,False,MIT,2,6
skacekachna.win-opacity,Windows opacity,SkaceKachna,127920,4.6,10,2023-05-17,39.5,SkaceKamen/vscode-win-opacity,2024-03-19,29.4,False,NONE,11,19
ms-vscode.vscode-js-profile-flame,Flame Chart Visualizer for JavaScript Profiles,Microsoft,127723,3.73,11,2026-06-04,2.9,,,,,,,
bat67.matlab-extension-pack,Matlab Extension Pack,bat67,127719,5.0,1,2020-05-17,75.5,bat67/matlab-extension-pack,2020-05-17,75.5,False,NOASSERTION,4,3
notskm.clang-tidy,Clang-Tidy,notskm,127680,4.0,6,2020-05-25,75.2,notskm/vscode-clang-tidy,2023-03-07,41.9,True,MIT,33,51
ms-python.gather,Gather,Microsoft,127604,5.0,2,2025-05-08,15.8,,,,,,,
qub.qub-xml-vscode,XML Tools,Qub,127503,4.29,7,2017-08-16,108.5,danschultequb/qub-typescript-xml-vscode,2017-08-16,108.5,False,MIT,23,6
coderfin.logical-properties,🧠 Logical Properties,coderfin,127477,4.83,6,2024-06-29,26.1,coderfin/logical-properties,2024-06-29,26.1,False,MIT,2,11
AndenetAlexander.vim-cheatsheet,Vim Cheatsheet,Andenet Alexander,127463,5.0,8,2022-07-05,49.9,andyalex234/vim-cheatsheet,2023-06-18,38.5,False,MIT,7,7
Upstash.context7-mcp,Context7 MCP Server,Upstash,127404,5.0,1,2026-06-12,2.7,,,,,,,
ilich8086.classic-asp,Classic ASP,Ilya Verbitskiy,127326,4.45,11,2018-06-06,98.9,ilich/vscode-classic-asp,2018-06-06,98.9,False,MIT,2,8
JonathanHarty.gruvbox-material-icon-theme,Gruvbox Material Icon Theme,JonathanHarty,127305,4.43,7,2021-10-26,58.2,Jonathan-Harty/vscode-material-icon-theme,2024-08-16,24.5,False,NONE,1,18
RickyWhite.python-template-snippets,Python Template Snippets,Ricky White,127209,5.0,2,2026-05-16,3.5,,,,,,,
annsk.alignment,Alignment,annsk,127067,4.0,12,2016-11-08,117.7,annsk/vscode-alignment,2016-11-08,117.7,False,MIT,16,15
herrmannplatz.npm-dependency-links,npm Dependency Links,Rene Herrmann,126980,5.0,9,2024-12-30,20.0,herrmannplatz/npm-dependency-links,2026-02-20,6.3,False,MIT,5,25
mjmlio.vscode-mjml,MJML Official,MJML,126959,4.73,11,2026-07-03,2.0,,,,,,,
hbenl.vscode-test-explorer-liveshare,Test Explorer Live Share,Holger Benl,126940,5.0,1,2019-05-21,87.4,hbenl/vscode-test-explorer-liveshare,2021-05-07,63.8,False,NONE,5,10
ms-vscode.Theme-1337,1337 Theme,Microsoft,126874,5.0,9,2017-04-04,112.9,Microsoft/vscode-themes,2023-06-05,38.9,True,MIT,23,74
hansec.fortran-ls,FORTRAN IntelliSense,Chris Hansen,126848,4.4,5,2020-04-07,76.8,hansec/vscode-fortran-ls,2020-11-13,69.6,False,MIT,24,36
lkytal.pomodoro,Pomodoro Timer,Kaiyuan Liu,126801,3.33,3,2025-05-19,15.4,,,,,,,
blackmist.LinkCheckMD,HTTP/s and relative link checker,Larry Franks,126595,4.75,4,2020-01-02,80.0,microsoft/linkcheckermd,2023-06-05,38.9,True,MIT,20,19
JakeWilson.vscode-cdnjs,cdnjs,Jake Wilson,126355,5.0,3,2021-01-25,67.2,Jakobud/vscode-cdnjs,2025-01-04,19.9,False,MIT,6,5
ms-azuretools.vscode-dev-azurecloudshell-helper,vscode-dev-azurecloudshell-helper,Microsoft,126316,0,0,2025-12-17,8.5,,,,,,,
tootone.org-mode,Org Mode,Too Tone,126159,4.8,5,2017-12-11,104.7,jsonreeder/vscode-org-mode,2024-04-13,28.6,False,GPL-3.0,74,1727
docsmsft.docs-authoring-pack,Learn Authoring Pack,Microsoft,125933,2.86,7,2025-04-15,16.6,,,,,,,
ohansemmanuel.css-grid-snippets,CSS Grid Snippets,ohansemmanuel,125925,5.0,1,2017-11-22,105.3,ohansemmanuel/css-grid-snippets,2019-08-03,85.0,False,MIT,1,11
did1335.opencv-intellisense,OpenCV-intellisense,did1335,125919,0,0,2019-11-03,81.9,,,,,,,
ms-dotnettools.upgrade-agent,GitHub Copilot upgrade,Microsoft,125793,0,0,2026-08-20,0.4,,,,,,,
sohamkamani.code-eol,code-eol,sohamkamani,125779,5.0,8,2018-05-11,99.7,sohamkamani/code-eol,2018-05-11,99.7,False,NONE,9,43
jinxdash.prettier-rust,Prettier - Code formatter (Rust),jinxdash,125597,4.33,6,2023-05-23,39.3,jinxdash/prettier-plugin-rust,2023-05-26,39.2,False,MIT,13,203
everettjf.filter-line,Filter Line,everettjf,125571,3.61,23,2020-02-07,78.8,everettjf/vscode-filter-line,2020-04-17,76.5,True,MIT,7,70
vsciot-vscode.vscode-iot-workbench,Azure IoT Device Workbench,Microsoft,125523,3.67,9,2020-08-19,72.4,Microsoft/vscode-iot-workbench,2022-04-09,52.8,True,NONE,45,169
ybaumes.highlight-trailing-white-spaces,Highlight Trailing White Spaces,Yves Baumes,125497,5.0,6,2016-07-25,121.2,yifu/highlight-trailing-whitespaces,2021-03-20,65.4,False,Unlicense,1,7
hosho.solidity-debugger,Solidity Debugger,Meadow,125217,3.67,3,2018-11-08,93.8,MeadowSuite/Meadow,2022-12-08,44.8,False,MIT,18,143
sbrink.elm,elm,Elm,125197,4.91,11,2019-12-16,80.5,Krzysztof-Cieslak/vscode-elm,2019-12-16,80.5,True,MIT,53,451
Grafana.vscode-jsonnet,Jsonnet Language Server,Grafana,125145,5.0,3,2026-02-11,6.6,,,,,,,
nopeslide.vscode-drawio-plugin-mermaid,Draw.io Integration: Mermaid plugin,nopeslide,125098,5.0,2,2021-10-23,58.3,nopeslide/drawio_mermaid_plugin,2023-06-06,38.9,False,GPL-3.0,16,232
Tyriar.terminal-tabs,Terminal Tabs (deprecated),Daniel Imms,125042,4.5,8,2021-05-25,63.2,Tyriar/vscode-terminal-tabs,2021-05-25,63.2,True,MIT,0,35
davidfeldhoff.al-codeactions,AL CodeActions,David Feldhoff,125009,5.0,19,2025-02-06,18.8,DavidFeldhoff/al-codeactions,2025-02-06,18.8,False,MIT,10,19
KnisterPeter.vscode-commitizen,Visual Studio Code Commitizen Support,KnisterPeter,124923,5.0,8,2022-02-15,54.5,KnisterPeter/vscode-commitizen,2023-11-27,33.1,True,MIT,0,240
Stripe.endsmart,Endsmart,Stripe,124914,0,0,2024-05-20,27.4,stripe/vscode-endsmart,2025-02-11,18.6,False,MIT,5,3
jrebocho.vscode-random,vscode-random,Jorge Rebocho,124894,4.89,9,2024-08-16,24.5,jrebocho/vscode-random,2026-05-09,3.8,False,MIT,13,43
idleberg.nsis,NSIS,idleberg,124890,5.0,6,2026-08-26,0.2,,,,,,,
trixnz.go-to-method,Go To Method,trixnz,124783,4.5,8,2020-02-14,78.5,trixnz/vscode-go-to-method,2022-12-07,44.8,False,MIT,15,16
AndrewButson.vscode-openai,vscode-openai,Andrew Butson,124781,4.4,15,2025-05-06,15.9,,,,,,,
macieklad.tailwind-sass-syntax,Tailwind sass syntax,Maciej Ładoś,124743,4.0,1,2021-04-01,65.0,macieklad/tailwind-sass-syntax,2023-07-11,37.7,True,NONE,0,4
mrmaoddxxaa.create-uniapp-view,uni-create-view,毛先生,124574,5.0,3,2023-04-12,40.7,uni-helper/uni-create-view,2026-08-27,0.2,False,MIT,14,20
colinfang.my-nbpreviewer,My Jupyter Notebook Previewer,colinfang,124399,2.67,3,2019-02-06,90.8,colinfang/vscode-nbpreviewer,2019-02-06,90.8,False,MIT,0,0
jerry-nixon.init-data-api-builder,DAB Init (Data API Builder),Developer Experiences,124303,5.0,1,2026-07-28,1.1,,,,,,,
ms-vscode-remote.remote-ssh-edit-nightly,Remote - SSH: Editing Configuration Files (Nightly),Microsoft,124201,0,0,2021-12-09,56.7,Microsoft/vscode-remote-release,2026-01-23,7.3,False,NOASSERTION,1347,4165
fcrespo82.markdown-table-formatter,Markdown Table Formatter,Fernando Crespo,124161,4.25,16,2023-08-12,36.7,fcrespo82/vscode-markdown-table-formatter,2023-08-12,36.7,False,GPL-3.0,7,31
JacquesLucke.gcov-viewer,Gcov Viewer,Jacques Lucke,124091,5.0,10,2024-07-22,25.3,JacquesLucke/gcov-viewer,2024-07-22,25.3,False,MIT,25,37
swashata.beautiful-ui,Beautiful UI,swashata,124068,4.38,13,2020-03-21,77.4,swashata/vscode-beautiful-ui,2020-09-07,71.8,False,MIT,11,64
EliverLara.sweet-vscode-icons,Sweet vscode Icons,Eliver  Lara,124036,4.88,16,2020-03-07,77.8,EliverLara/sweet-vscode-icons,2020-03-07,77.8,False,MIT,3,49
joffreykern.markdown-toc,Markdown TOC,Joffrey Kern,123947,3.5,14,2016-12-11,116.7,joffreykern/vscode-markdown-toc,2017-07-27,109.2,False,NOASSERTION,18,17
Percy.vscode-pydata-viewer,vscode-pydata-viewer,Percy,123789,5.0,3,2025-12-01,9.0,,,,,,,
ms-vscode.anycode-kotlin,anycode-kotlin,Microsoft,123715,0,0,2025-03-28,17.1,,,,,,,
Avetis.tokyo-night,tokyo-night,Avetis,123659,5.0,5,2024-05-01,28.0,AvetisDN/tokyo-dark-theme,2024-05-01,28.0,False,MIT,0,13
mbessey.vscode-rufo,rufo (Ruby formatter),Matt Bessey,123424,3.83,6,2020-01-20,79.4,bessey/vscode-rufo,2024-03-03,30.0,False,MIT,17,19
mycelo.oracle-plsql,oracle-plsql,mycelo,123250,5.0,1,2016-09-30,119.0,mycelo1/vsc-oracle-plsql,2023-07-04,37.9,False,MIT,2,8
barrsan.reui,ReUI,Alex Baretsky,123232,5.0,9,2022-08-05,48.9,barrsan/reui-vscode-theme,2022-08-05,48.9,False,NONE,1,17
jinsihou.diff-tool,Diff Tool,jinsihou,123199,5.0,34,2017-04-01,113.0,,,,,,,
vector-wlc.qtconfigure,Qt Configure,vector-wlc,123093,4.0,3,2022-01-01,56.0,vector-wlc/VSCodeQtConfigure,2021-12-18,56.4,False,GPL-3.0,6,7
logerfo.csharp-colors,C# Colors,Logerfo,123031,5.0,1,2023-07-10,37.7,Logerfo/csharp-colors,2026-09-01,0.0,False,Unlicense,6,4
vsciot-vscode.vscode-iot-device-cube,IoT Device Cube,Microsoft,122976,0,0,2020-08-18,72.4,VSChina/vscode-iot-device-cube,2023-01-07,43.8,False,MIT,23,4
Rickaym.manim-sideview,Manim Sideview,Rickaym,122946,5.0,8,2026-08-13,0.6,,,,,,,
phoenixframework.phoenix,Phoenix Framework,phoenixframework,122643,5.0,3,2024-12-16,20.5,phoenixframework/vscode-phoenix,2024-12-16,20.5,False,MIT,21,169
ms-vscode.js-debug,JavaScript Debugger,Microsoft,122374,3.5,2,2022-08-13,48.6,Microsoft/vscode-pwa,2026-08-27,0.2,False,MIT,123,1969
mermade.openapi-lint,openapi-lint,mermade,122305,2.83,6,2020-02-18,78.4,Mermade/openapi-lint-vscode,2022-04-09,52.8,False,BSD-3-Clause,12,53
dakara.transformer,Transformer,dakara,122269,4.75,24,2022-04-16,52.5,dakaraphi/vscode-extension-transformer,2026-08-02,1.0,False,MIT,11,84
romanrei.material-dark,Material Dark,romanrei,122078,5.0,4,2017-07-12,109.7,romanrei/material-dark-vscode,2017-07-12,109.7,False,MIT,2,5
phoenisx.cssvar,CSS Var Complete,Shub,122042,5.0,17,2025-01-14,19.5,willofindie/vscode-cssvar,2025-12-13,8.6,True,MIT,25,283
jesschadwick.nuget-reverse-package-search,"NuGet Reverse Package Search (""Add Package"" support)",Jess Chadwick,122026,5.0,3,2017-03-24,113.3,jchadwick/nuget-reverse-package-search,2017-03-24,113.3,False,NONE,2,6
ziishaned.livereload,LiveReload,Zeeshan Ahmad,121983,3.89,9,2019-01-22,91.3,ziishaned/vscode-livereload,2020-11-06,69.8,True,MIT,14,31
amodio.find-related,Find Related Files,Eric Amodio,121735,4.67,3,2023-04-10,40.7,eamodio/vscode-find-related,2023-04-10,40.7,False,MIT,11,31
abrahamwilliam007.es7-javascript-class-snippets,ES7 JavaScript/Node/Mongoose/MongoDB-Mysql snippets,abrahamwilliam007,121681,5.0,2,2019-11-02,82.0,abrahamwilliam/ES7-JavaScript-Node-Mongoose-MongoDB-Mysql-snippets,2022-12-30,44.1,False,NONE,6,2
nondanee.vsc-netease-music,VSC Netease Music,nondanee,121451,4.88,49,2020-12-30,68.0,nondanee/vsc-netease-music,2021-04-02,65.0,False,MIT,28,1037
rvanbekkum.xliff-sync,XLIFF Sync,Rob van Bekkum,121441,5.0,13,2025-10-07,10.8,,,,,,,
Tyriar.theme-sapphire,Sapphire Theme,Daniel Imms,121398,4.91,11,2022-01-11,55.7,Tyriar/vscode-theme-sapphire,2022-01-11,55.7,False,MIT,10,39
j69.ejs-beautify,EJS Beautify,j69,121320,5.0,1,2021-09-15,59.5,HiroyukiNIshimura/ejs-beautify,2026-05-26,3.2,False,MIT,4,10
josefpihrt-vscode.roslynator,Roslynator,Josef Pihrt,121215,4.6,15,2026-08-21,0.4,,,,,,,
matthewpi.caddyfile-support,Caddyfile Support,matthewpi,121188,4.6,5,2024-02-20,30.4,caddyserver/vscode-caddyfile,2026-06-14,2.6,False,MIT,15,119
lizebang.bash-extension-pack,BASH Extension Pack,lizebang,121152,4.5,4,2020-03-01,78.0,,,,,,,
Gerrnperl.outline-map,Outline Map,Gerrnperl,121092,4.54,24,2025-02-25,18.2,Gerrnperl/outline-map,2025-02-25,18.2,False,MIT,52,291
quillaja.goasm,Go Asm,quillaja,121069,4.5,2,2021-04-14,64.6,quillaja/goasm,2021-04-14,64.6,False,Unlicense,1,6
lottiefiles.vscode-lottie,LottieFiles,LottieFiles,121064,3.0,11,2026-07-22,1.3,,,,,,,
bierner.docs-view,Docs View,Matt Bierner,120916,4.68,25,2024-01-19,31.4,mattbierner/vscode-docs-view,2024-01-19,31.4,False,MIT,23,125
Arm.device-manager,Arm Device Manager,Arm,120865,0,0,2026-04-17,4.5,,,,,,,
jaredkent.laserwave,LaserWave,Jared Jones,120846,4.6,10,2021-10-06,58.8,Jaredk3nt/laserwave,2023-06-19,38.4,False,MIT,3,144
RocketSoftware.rocket-mvbasic,Rocket MV BASIC,Rocket Software Inc.,120479,4.25,4,2026-05-06,3.9,,,,,,,
tuttieee.emacs-mcx,Awesome Emacs Keymap,Yuichiro Tachibana (Tsuchiya),120366,4.9,48,2026-08-08,0.8,,,,,,,
keraun.vue-beautify2,vue-beautify2,keraun,120308,5.0,2,2018-06-28,98.1,Keraun/vue-beautify,2018-06-28,98.1,False,NONE,0,5
DanielThielking.aws-cloudformation-yaml,aws-cloudformation-yaml,Daniel Thielking,120296,3.5,2,2018-03-31,101.1,dthielking/aws-cloudformation-yaml,2023-10-17,34.5,False,MIT,1,26
ecmel.vscode-spring-boot,Spring Boot Support,ecmel,120195,5.0,1,2017-05-10,111.7,,,,,,,
alexrsagen.python-debug-address-prompt,Python Debugging Address Prompt,Alexander Sagen,119986,0,0,2019-05-04,87.9,alexrsagen/vscode-python-debug-address-prompt,2019-05-04,87.9,False,NONE,0,1
larshp.vscode-abap,ABAP Syntax Highlighting,Lars Hvam,119957,4.71,7,2024-07-17,25.5,larshp/vscode-abap,2024-07-17,25.5,False,MIT,9,34
SanaAjani.taskrunnercode,Task Runner,Sana Ajani,119856,5.0,7,2018-09-21,95.3,sana-ajani/taskrunner-code,2022-12-07,44.8,False,MIT,21,25
toasty-technologies.octave,Octave,Toasty Technologies,119848,4.86,7,2017-08-09,108.7,,,,,,,
jkillian.custom-local-formatters,Custom Local Formatters,jkillian,119551,4.5,4,2025-09-10,11.7,,,,,,,
saikou9901.evilinspector,EvilInspector,saikou9901,119537,4.67,3,2020-06-27,74.1,kojisaiki/evilinspector,2022-12-30,44.1,False,MIT,4,8
Nightrains.robloxlsp,Roblox LSP,Nightrains,119493,3.94,16,2024-07-05,25.9,NightrainsRbx/RobloxLsp,2025-01-25,19.2,False,MIT,64,237
Ikuyadeu.r-pack,R Extension Pack,Yuki Ueda,119477,5.0,1,2018-06-21,98.4,Ikuyadeu/r-extension-pack,2018-06-21,98.4,False,MIT,0,1
LouisWT.regexp-preview,Regexp Explain,LouisWT,119383,4.5,6,2020-03-09,77.8,LouisWT/vscode-regexp-preivew,2020-03-09,77.8,False,NONE,0,33
taniarascia.new-moon-vscode,New Moon Syntax Theme,Tania Rascia,119363,4.95,20,2019-10-26,82.2,taniarascia/new-moon-vscode,2022-06-11,50.7,False,MIT,4,93
Wosi.omnipascal,OmniPascal - Open Preview,Wosi,119350,4.94,17,2022-02-05,54.8,,,,,,,
ant-design-vue.vscode-ant-design-vue-helper,Ant Design Vue helper,Ant Design Vue,119145,3.0,6,2019-04-28,88.1,vueComponent/ant-design-vue-helper,2023-12-15,32.6,False,NONE,18,45
tsandall.opa,Open Policy Agent,Torin Sandall,119092,5.0,3,2026-08-27,0.2,,,,,,,
bufbuild.vscode-buf,Buf,Buf,119036,4.62,8,2026-05-26,3.2,,,,,,,
modular-mojotools.vscode-mojo,Mojo 🔥,Modular,118960,5.0,13,2026-08-03,1.0,,,,,,,
Carlos18mz.cyberpunk-2077-rebuild,Cyberpunk 2077 rebuild,Carlos18mz,118483,5.0,15,2021-04-11,64.7,,,,,,,
DavidWang.ini-for-vscode,Ini for VSCode,David Wang,118438,4.6,5,2018-08-09,96.7,davidwang88/ini-for-vscode,2023-03-10,41.8,False,GPL-3.0,13,20
patricklee.vsnotes,VSNotes,Patrick Lee,118392,4.24,25,2019-07-15,85.6,patleeman/VSNotes,2023-03-27,41.2,True,MIT,44,182
UCL.haskelly,Haskelly,UCL,118368,3.62,13,2018-12-04,92.9,haskelly-dev/Haskelly,2023-07-08,37.8,False,GPL-3.0,36,151
thang-nm.catppuccin-perfect-icons,Catppuccin Perfect Icons,Thang Nguyen,118198,5.0,12,2025-03-29,17.1,,,,,,,
AbhijoyBasak.nestjs-files,NestJS Files,Abhijoy Basak,118104,4.33,9,2021-07-04,61.9,SpartanX1/nestjs-files,2022-12-30,44.1,True,MIT,10,14
fterrag.vscode-php-cs-fixer,vscode-php-cs-fixer,Frank Terragna,118038,4.17,18,2020-08-23,72.3,fterrag/vscode-php-cs-fixer,2022-08-18,48.5,True,MIT,4,12
tomblind.local-lua-debugger-vscode,Local Lua Debugger,Tom Blind,118030,5.0,11,2022-04-03,53.0,tomblind/local-lua-debugger-vscode,2023-04-30,40.1,False,MIT,42,134
ms-vscode.debug-value-editor,JS Debug Value Editor (Experimental),Microsoft,117960,0,0,2026-08-25,0.2,,,,,,,
codeandstuff.package-json-upgrade,Package Json Upgrade,codeandstuff,117760,4.76,17,2026-06-11,2.7,,,,,,,
ing-bank.vscode-psl,vscode-psl,ing-bank,117728,5.0,3,2026-08-11,0.7,,,,,,,
JacquesLucke.blender-development,Blender Development,Jacques Lucke,117714,4.85,27,2026-04-05,4.9,,,,,,,
BlockceptionLtd.blockceptionvscodeminecraftbedrockdevelopmentextension,Blockception's Minecraft Bedrock Development,Blockception Ltd,117706,4.83,12,2026-08-09,0.8,,,,,,,
tetradresearch.vscode-h2o,Shell Script Command Completion,tetradresearch,117491,5.0,3,2026-08-30,0.1,,,,,,,
beaugunderson.solidity-extended,Solidity Extended,beaugunderson,117454,5.0,2,2017-10-09,106.7,beaugunderson/vscode-solidity-extended,2023-01-11,43.7,False,NOASSERTION,11,10
otris-software.vscode-janus-debug,JavaScript Remote Debugger for JANUS Apps,otris software,117270,0,0,2025-02-10,18.7,,,,,,,
madhavd1.javadoc-tools,Javadoc Tools,Madhav Dhingra,117253,3.67,3,2025-06-13,14.6,,,,,,,
get-snippets.get-snippets,GetX Snippets,Kauê Murakami,117007,5.0,11,2021-12-26,56.2,kauemurakami/get_snippets_extension,2025-03-28,17.1,False,MIT,5,162
lightbend.vscode-sbt-scala,Scala (sbt),Lightbend,116799,5.0,1,2019-02-22,90.3,sbt/sbt,2026-09-01,0.0,False,Apache-2.0,507,4947
antfu.theme-vitesse,Vitesse Theme,Anthony Fu,116758,4.79,19,2025-08-22,12.3,,,,,,,
TabNine.tabnine-vscode-self-hosted-updater,Tabnine for Enterprise,TabNine,116758,2.67,6,2025-12-08,8.8,,,,,,,
renkun.reader,epub reader,renkun,116516,3.36,14,2021-11-09,57.7,my-soul/read-vscode-e,2022-12-08,44.8,False,NONE,18,218
davidwoo.flutter-auto-import,Flutter-Auto-Import,davidwoo,116463,3.0,4,2019-04-06,88.9,yuezaixz/Flutter-Auto-Import,2019-04-06,88.9,False,NONE,1,6
nespinozacr.mysql-autocomplete,MySQL Autocomplete,nespinozacr,116450,5.0,2,2021-09-20,59.4,nespinozacr/MySQL_Autocomplete,2021-09-20,59.4,False,NONE,0,1
nwallace.createGUID,Create GUID,nwallace,116278,4.2,5,2015-12-03,128.9,natewallace/createGUID,2024-09-20,23.4,False,MIT,4,7
DennisMaxJung.vscode-dotnet-auto-attach,.NET Auto Attach,Dennis Jung,116014,3.67,3,2020-03-08,77.8,,,,,,,
SqrTT.prophet,Prophet,SqrTT,115919,4.17,23,2026-06-24,2.3,,,,,,,
manuth.markdown-converter,Markdown Converter,manuth,115866,4.57,14,2022-09-27,47.1,manuth/MarkdownConverter,2023-03-15,41.6,False,MIT,34,39
zhouzhipeng.LiveServerPP,Live ServerPP,zhouzhipeng,115817,5.0,1,2020-05-11,75.7,Zhou-zhi-peng/vscode-live-server,2020-05-11,75.7,False,MIT,0,1
dkundel.vscode-npm-source,View Node Package,Dominik Kundel,115789,3.4,5,2016-12-13,116.6,dkundel/vscode-npm-source,2016-12-13,116.6,False,MIT,2,11
jamiewoodio.cisco,Cisco IOS Syntax,jamiewoodio,115786,4.25,4,2026-07-14,1.6,,,,,,,
Blodwynn.featurehighlight,Feature Syntax Highlight and Snippets (Cucumber/Gherkin),Roland Orosz,115661,5.0,4,2020-09-10,71.7,Blodwynn/.feature-file-syntax-highlight-Cucumber-,2020-09-10,71.7,False,NONE,0,8
appliedengdesign.vscode-gcode-syntax,G-Code Syntax,Applied Engineering & Design,115576,4.5,14,2022-11-10,45.7,appliedengdesign/vscode-gcode-syntax,2023-03-15,41.6,False,MIT,27,100
TylerLeonhardt.vscode-inline-values-powershell,Inline Values support for PowerShell,Tyler Leonhardt,115343,5.0,4,2022-11-03,45.9,TylerLeonhardt/vscode-inline-values-powershell,2022-11-03,45.9,False,MIT,4,19
